rndrng_npi,rndrng_prvdr_type,rndrng_prvdr_state_abrvtn,row_count,total_beneficiaries,total_services,estimated_submitted_charges,estimated_medicare_allowed,estimated_medicare_payment,estimated_standardized_payment,avg_payment_per_service,charge_to_payment_ratio,allowed_to_payment_ratio
1639613128,Ambulatory Surgical Center,CA,7,494,1603.0,4175950.0,1878797.0099954,1494127.10999727,1565848.88001518,932.08179039131,2.7949094638993803,1.2574546017030859
1235255605,Ambulatory Surgical Center,ID,18,1476,2063.0,4044564.9999993,1884284.08002185,1494097.239995995,1553618.210000185,724.2352108560325,2.707029296172277,1.2611522393461492
1003851726,Diagnostic Radiology,NM,71,8409,108742.8,9692853.159988195,1905946.2200001332,1493920.0499989267,1508602.3599930932,13.738105419383414,6.488200730685125,1.2758020216687649
1407049133,Rheumatology,OH,18,980,72361.0,6102437.96,1896442.979995086,1493804.8599791157,1509187.7200229906,20.64378408229731,4.0851640823322235,1.2695386330592067
1104022045,Ophthalmology,CA,16,2316,23477.0,3161329.00000396,1904813.640004422,1493765.0999970601,1458848.130002049,63.62674532508669,2.1163494849425666,1.2751761572205502
1346553187,Hematology-Oncology,TX,85,5002,129293.0,7891332.000056898,1871759.2899913169,1493525.2700091498,1508629.989994897,11.55147819301238,5.283694999019704,1.2532491599421347
1013014752,General Surgery,CA,17,3529,19288.0,4766815.000042779,1894254.019996135,1493512.220010198,1545010.429995008,77.43219722159881,3.191681284007325,1.2683217416079802
1336142413,Ambulatory Surgical Center,TX,8,1066,1853.0,12409733.70005047,1885641.25995395,1493404.0500038571,1547256.449994164,805.9385051289029,8.309696026348943,1.2626464083508278
1104154608,Ambulance Service Provider,VA,4,4923,30204.1,2837253.6800052,1885057.1800035345,1493127.7499949064,1475208.9299915007,49.43460490446351,1.900208257474874,1.2624888794746232
1982292777,Clinical Laboratory,IL,3,16074,126417.0,3041741.82,1492789.439974097,1492789.439974097,1492948.980044278,11.80845487532608,2.037622814408963,1.0
1528183241,Family Practice,FL,26,1310,5485.0,4066119.2800146574,1874942.5800411147,1492776.5100034908,1487139.000002678,272.15615496873124,2.723863386626541,1.2560102382886036
1124261375,Ophthalmology,NJ,11,1658,31922.0,3574438.0699997,1902773.019987634,1492754.829991054,1491986.2699928652,46.76257220697494,2.3945245382465927,1.2746721576503204
1043690845,Ambulatory Surgical Center,AZ,14,2197,4257.0,16011516.999993699,1881856.820013976,1492603.450005383,1522420.650009747,350.6233145420209,10.72724104981531,1.2607882019884042
1982742698,Ambulance Service Provider,TX,4,5429,17230.8,2951001.5000027562,1887775.8800137925,1492601.3200003512,1605790.0500029984,86.6240290642542,1.9770862188451381,1.264755601323834
1609874817,Ophthalmology,NV,21,5445,22357.0,2067335.77999881,1954685.989994614,1492462.1399934487,1501761.879993249,66.75592163498898,1.385184739096889,1.3097055781952325
1093191504,Physician Assistant,CA,5,104,1391.0,1925640.0,1873283.869999755,1492354.820000021,1491294.9500000349,1072.864716031647,1.2903365702266254,1.2552536735196316
1427439298,Ophthalmology,MO,24,2545,20103.0,3263245.99999476,1903749.7100052591,1492048.089989122,1511235.859987998,74.22017062075919,2.187091704275129,1.2759305298391144
1588626519,Ambulance Service Provider,NC,6,3934,44022.9,2851442.469993619,1883382.8699932538,1491597.9199953638,1380087.870000914,33.88231852048283,1.9116696475431407,1.2626612337989234
1588820955,Hematology-Oncology,CA,26,1083,39278.0,8038503.000100001,1874766.2500093994,1491386.6399901193,1488668.7899968445,37.97002495010233,5.389952400373693,1.2570625213739477
1710105010,Clinical Laboratory,WA,238,71231,89635.0,4441460.309996233,1502028.8799955943,1491313.3299952224,1537375.6100010218,16.63762291510261,2.9782207539246377,1.0071853109503193
1699045674,Clinical Laboratory,NV,12,7460,10884.0,1549345.999988372,1491208.659977764,1491208.659977764,1498045.60999994,137.00924843603124,1.038986723703358,1.0
1972594083,Ophthalmology,NJ,29,6442,12951.0,5403292.99999468,1933691.4899999062,1491141.370010464,1388011.219997104,115.13716083780898,3.6235953938805703,1.2967861591730478
1609961853,Dermatology,NC,41,6663,15414.0,4069279.779974801,1901480.470000474,1490971.4199928958,1556197.9099931305,96.72839107258957,2.729280873803866,1.2753299255122772
1104200468,Ophthalmology,MA,17,3965,9027.0,3395261.999991563,1941809.7899958803,1490951.599999375,1474619.7799986214,165.1657915142766,2.277244948791756,1.3023962615531546
1760414221,Clinical Laboratory,IL,61,31913,507714.0,3963943.89999997,1490940.3199868964,1490940.3199868964,1490952.9600217293,2.936575158429542,2.6586871700101375,1.0
1629498217,Diagnostic Radiology,TX,49,2533,11357.0,5205237.999997805,1871734.410001955,1490875.5299955904,1483954.7099982374,131.2737104865361,3.491396763359045,1.2554598773295924
1851497341,Hematology-Oncology,NY,102,16154,154781.0,6983588.910011585,1832099.4500082005,1490618.559988132,1385404.869993237,9.630500901196736,4.685027476155393,1.2290867021156555
1376025221,Nurse Practitioner,GA,14,546,52884.0,6579232.849996143,1879977.6800010554,1490447.3700047873,1494329.200007277,28.18333276614453,4.414267140459318,1.2613512679719894
1407832025,Rheumatology,IN,50,3371,115120.0,3366461.46000004,1885261.1200012271,1490288.9600077327,1511490.4199910334,12.945526059830897,2.2589320261639543,1.265030588424573
1205881281,Dermatology,TX,50,3886,21086.0,4085079.560004828,1886646.4100010155,1490027.190003877,1506981.280003187,70.66428862770924,2.7416141043669136,1.266182538585827
1306481155,Physician Assistant,FL,37,4115,8028.0,2738105.879999386,1915688.4799799067,1489857.6799840955,1481090.469983389,185.58267065073437,1.8378304966878554,1.2858197838067036
1093703167,Ophthalmology,MN,13,1456,11778.0,6638315.99999837,1889677.5799967651,1489842.100005297,1488853.250001558,126.49364068647452,4.455717824039721,1.2683744002066035
1205147873,Rheumatology,MI,34,2736,81427.0,3398442.9999889983,1886635.1199987256,1489808.0099940086,1526784.149991877,18.296240927382915,2.2811281569110813,1.266361240738874
1710969506,Ophthalmology,CA,41,12123,22756.0,3225022.0,1878539.320003899,1489683.709997918,1321850.690000707,65.46333758120575,2.1649038506331704,1.261032330149146
1578288189,Nurse Practitioner,TX,21,1516,93916.0,7586944.22999766,1878434.89000524,1489335.0599997581,1487823.000007258,15.858161122702821,5.094182252044004,1.2612574164510335
1326681453,Nurse Practitioner,CA,29,7309,45140.0,2614308.0000036918,1870270.8399966096,1489299.6899869058,1439008.8799956606,32.992904075917274,1.7553941745779034,1.255805565912025
1144622333,Nurse Practitioner,TX,3,41,1260.0,1916810.0,1868520.7499901599,1488740.28999038,1489017.589990386,1181.5399126907778,1.2875382045396153,1.2551018888608396
1083606867,Ambulatory Surgical Center,TX,6,188,367.0,8405376.0,1869468.8400135098,1488663.06999821,1657011.5499874102,4056.302643046894,5.646258155655132,1.2558038670333629
1700985348,Ambulance Service Provider,CT,4,4395,14055.1,4794337.78999537,1911545.4699918905,1488616.240001732,1468641.1300013554,105.9128885601477,3.220667396447181,1.2841089722289114
1659491983,Cardiology,FL,63,10873,29135.0,3892461.779995558,1947483.3599907805,1488611.0300036976,1524429.5699970438,51.0935654712098,2.614827984974617,1.308255360694152
1902044951,Hematology-Oncology,CA,36,2142,62795.0,8750286.06000174,1877977.8800062763,1488586.7199898018,1455873.8599938129,23.705497571300292,5.878250788144669,1.2615844645041185
1609891811,Ophthalmology,CO,22,2671,13321.0,3444766.48000333,1897770.960008098,1488327.189997029,1476109.8299991728,111.727887545757,2.3145223060866114,1.275103332629357
1851950281,Ambulatory Surgical Center,AZ,11,456,16534.0,15981287.939970387,1870469.6500027485,1488160.4599957343,1468259.6399969184,90.00607596442084,10.738954816751546,1.2569005159619078
1649244211,Ambulatory Surgical Center,TN,8,1786,5503.0,5419889.0,1886545.13000648,1488072.7600034,1717990.62000051,270.4111866260949,3.6422204247510157,1.2677774774952333
1821165549,Internal Medicine,CA,34,11756,28183.0,4368817.22000136,1887109.780004971,1487276.3399957195,1333748.220000557,52.77210871786962,2.9374616555884527,1.268836012015361
1578904173,Hematology-Oncology,AZ,59,2494,89258.0,7911499.11987726,1874616.7800034827,1487051.8399941933,1500391.6500032,16.66015191909065,5.320257779250086,1.2606263813982455
1689641342,Ophthalmology,OK,11,2700,18576.0,3266816.9999985,1907107.0899944662,1486910.480001885,1511590.050001103,80.04470714911095,2.1970502218764096,1.2825971137092587
1548263163,Hematology-Oncology,OH,38,1273,67836.0,9871770.969938366,1876993.759983655,1486776.1499911014,1506949.1300048293,21.91721431085414,6.639715716449615,1.2624588846107663
1366446890,Diagnostic Radiology,TX,49,3751,8133.0,5728385.320014378,1865895.8800052025,1485820.780001296,1474674.5800038183,182.69037009729448,3.855367617088638,1.25580144329626
1245381896,Diagnostic Radiology,FL,103,7825,54547.0,7562498.87999165,1871789.389985903,1485806.29000194,1494619.2999969304,27.23901021141291,5.089828284400233,1.259780230156018
1275556029,Dermatology,CA,62,10004,24006.0,3287452.749981807,2004482.6400043874,1485776.0600029407,1375099.5999990194,61.89186286773893,2.2126165836696146,1.3491149130511768
1215027115,Ophthalmology,OH,18,3023,18212.0,3467696.75999291,1901876.049998636,1485527.409996879,1501256.090000532,81.5686036677399,2.334320280229764,1.2802699143751455
1154996361,Ambulatory Surgical Center,PA,3,247,17483.0,6883040.99000024,1863995.5599943413,1485510.9100050158,1427130.859995016,84.96887891122896,4.633450312375692,1.2547841604125598
1699973545,Clinical Cardiac Electrophysiology,NY,34,8061,25481.0,22104640.0000005,1900140.299996708,1485457.2100037169,1331035.5300039295,58.29666064925697,14.880697909800572,1.2791619221343666
1326044496,Radiation Oncology,FL,12,1543,9406.0,3996180.2800190905,1865618.149987509,1485194.779998916,1506961.049988829,157.89865830309546,2.6906775689192814,1.2561437564363582
1437460359,Dermatology,CA,35,3042,5252.0,3825799.500017798,1877694.9400061967,1484895.3699990022,1338841.640007332,282.72950685434165,2.576477492835316,1.2645301331954846
1811615198,Clinical Laboratory,TX,11,4039,4039.0,2044965.78,1484694.12,1484694.12,1484694.12,367.5895320623917,1.3773650427065744,1.0
1407037237,Dermatology,PA,38,8402,19464.0,3903606.2899912875,1918486.5000099784,1484338.2400085032,1535491.6800004442,76.26069872628972,2.6298630492527937,1.2924860710985848
1528167830,Medical Oncology,CA,45,2247,212150.0,6765283.680086698,1874691.8399909376,1484243.5699922554,1464439.6400022996,6.996198774415533,4.55806837695918,1.2630621266566913
1437442183,Rheumatology,FL,22,1284,112933.0,2924280.15999711,1881176.2900053437,1483770.1100073732,1506058.769983631,13.138499021609036,1.9708444996122603,1.2678354128565077
1346556859,Ambulance Service Provider,TX,6,831,51439.6,10903269.460322605,1865246.3900173064,1483541.6600194266,1400393.679998381,28.84045871312037,7.349486538975811,1.2572928959695553
1164413589,Hematology-Oncology,FL,45,2616,85686.0,5014662.0,1874500.8300024732,1483454.1399928262,1478274.5299918335,17.312678150372594,3.3803957027106013,1.2636055132864021
1821728395,Nurse Practitioner,FL,6,230,2454.0,2377460.0,1864590.0499363497,1483247.0999957968,1484194.759995976,604.4201711474315,1.602875205356368,1.2571000812620052
1760472039,Hematology-Oncology,NE,74,4965,116527.0,6031960.999976082,1859354.5699994422,1483106.2200058112,1500094.4500077297,12.727575755025113,4.0671132779366586,1.2536894154433234
1174560015,Hematology-Oncology,VA,63,6630,107284.0,6880785.74008,1854249.6499903367,1483009.9999949457,1487789.3799964273,13.823216882246614,4.639743319400038,1.2503284873309393
1790799237,Ophthalmology,NC,13,1956,32510.0,4808451.19999877,1893400.339984074,1482360.929995802,1491616.189992824,45.59707566889578,3.2437789628011764,1.2772869964870406
1053577718,Hematology-Oncology,SC,75,14879,114136.0,7850679.029999076,1841501.4799978307,1482318.4600044235,1495337.8899986665,12.987299887891844,5.296216192285461,1.2423116419884128
1225034358,Cardiology,CA,84,18993,59065.0,6432252.329994483,1861747.7999930542,1482276.869999319,1367587.5900003852,25.09568898669803,4.339440532454263,1.2560054316936817
1063593473,Pathology,NJ,2,509,519.0,4911117.0000193,1482106.7800032,1482106.7800032,1484967.9900000002,2855.69707129711,3.3136053800446796,1.0
1992788467,Cardiology,FL,52,4560,14939.0,4291347.179998069,1882036.390008624,1481990.6100005843,1525185.5199978212,99.20279871481252,2.895664217465168,1.2699381340937659
1093911323,Rheumatology,NM,24,1160,97668.0,7542299.0,1881476.2900065114,1481670.1200133679,1497055.600003932,15.170476717178277,5.090403658765793,1.2698348064072025
1982803284,Interventional Pain Management,FL,70,8266,85085.0,5142617.709974969,1836561.2199760042,1481661.6300020423,1436832.4100045064,17.413899394746927,3.470844898620936,1.239528096555671
1346689775,Rheumatology,FL,20,1560,120789.0,5001268.49999959,1884854.1600027394,1481659.8999915181,1483115.650004175,12.266513506954425,3.375449723670203,1.2721233530134206
1902080559,Dermatology,KY,33,7536,10234.0,4471822.74000031,1858929.7700051847,1481605.4700073404,1617515.060001338,144.7728620292496,3.018227747214078,1.2546725883753487
1023182581,Ambulatory Surgical Center,TN,21,1924,3652.0,7193899.9999978,1881298.420004762,1481519.919995564,1645429.5399957,405.6735815979091,4.85575651255458,1.269843486147925
1316499452,Ambulatory Surgical Center,NY,21,1392,2922.0,5457330.99999815,1871294.040000882,1481331.710005532,1612902.680006932,506.95814853029844,3.6840708688925385,1.2632511863219977
1407037872,Ophthalmology,FL,14,1947,11262.0,6019952.01999256,1884743.200001802,1480803.370007543,1471483.6100059778,131.48671372824924,4.065328416940256,1.2727842454816953
1063181774,Clinical Laboratory,IL,6,15090,120844.0,1992978.199965011,1480648.0799450339,1480648.0799450339,1480648.0799450339,12.252557677212224,1.3460174817766262,1.0
1992911309,Rheumatology,CA,27,2746,125127.0,4127983.079990734,1876161.849979698,1480278.9900004019,1469448.1100137827,11.830212424180248,2.788652076990982,1.2674380050338947
1770036436,Ambulance Service Provider,IL,2,430,12516.9,16207582.029932454,1858361.840004056,1480268.8799879344,1379764.1799971014,118.26162068786476,10.949079757769793,1.2554218122988599
1336198878,Cardiology,CA,57,5882,8484.0,4464675.269994619,1881051.039999419,1480261.359984191,1273665.64999385,174.47682225179054,3.0161398457650086,1.270756023800762
1245229533,Radiation Oncology,FL,28,1713,6726.0,7937085.010000491,1859886.930003359,1479913.3400028711,1488146.779997222,220.0287451684316,5.363209314665069,1.256753946146435
1588619811,Ambulatory Surgical Center,GA,21,966,18425.0,10573068.170015454,1858763.4599962917,1478956.0899985502,1561014.9200037569,80.26898724551155,7.149007493539459,1.2568077393008428
1245614403,Ambulance Service Provider,CO,4,8645,53733.3,6670701.2001487,1868447.2099786927,1478915.769992218,1319243.469982417,27.52326341379029,4.510534903677308,1.2633898751302952
1295729143,Pathology,NY,124,64763,117518.0,4787158.85999345,1527516.7999933357,1478868.0599940019,1491278.939993597,12.584183359093942,3.2370425661994937,1.0328959298772948
1669959151,Ambulatory Surgical Center,TX,13,1597,2874.0,6373475.0,1877833.710011309,1478649.57001686,1562746.83999568,514.4918476050314,4.310335003801697,1.2699653441145609
1629145685,Ambulatory Surgical Center,ID,7,976,1720.0,2112353.99999475,1853905.7100606202,1478267.4799929701,1602505.23000547,859.4578372052152,1.4289389630655984,1.2541070781516728
1225048754,Ambulance Service Provider,MO,6,3853,56776.2,3192684.7999938,1856380.8100163336,1478151.8100026306,1283635.6699989173,26.03470838137513,2.159916713823946,1.2558796717997658
1912214347,Cardiology,CA,22,7524,13227.0,8149866.5800001,1879732.1200070449,1477944.029995444,1265514.50000517,111.73690405953307,5.514326939718565,1.2718560932330025
1144830803,Nurse Practitioner,MI,27,938,106252.0,4246756.0399922775,1858087.2700126958,1477812.2500072643,1484078.6100073308,13.908559368362612,2.873677654229353,1.2573229583146048
1174834576,Nuclear Medicine,FL,25,2096,4361.0,7356473.19997766,1852363.740012257,1477713.9999790497,1466998.3400153853,338.8475120337192,4.978279423543363,1.2535333224416354
1457353054,Ophthalmology,FL,19,2141,35824.0,3533149.99999818,1879772.840005139,1477349.840016871,1472329.3400169672,41.239108977692915,2.3915459319762964,1.2723951965119327
1992384739,Ambulatory Surgical Center,FL,13,793,1657.0,15476594.620037999,1857901.46000143,1477191.90000262,1617295.26000552,891.4857573944598,10.477037289475085,1.2577251879042493
1437374121,Radiation Oncology,MA,29,2053,8556.0,9755182.00000461,1854707.1499953899,1477133.5300066192,1370496.6499924879,172.64300257206864,6.604130095104466,1.2556123818996099
1831188036,Radiation Oncology,WA,35,2046,14323.0,5465960.00000262,1861980.890023143,1476776.9599918139,1482313.640014665,103.1052824123308,3.701276596320218,1.2608409668264762
1255674537,Ambulance Service Provider,NM,2,379,18228.4,16775390.499902496,1856753.909987764,1476562.0099935574,1171378.6499879824,81.00337989036653,11.361114796645548,1.257484546819585
1558327338,Ambulatory Surgical Center,CT,24,1625,1981.0,9494506.4999766,1847475.54998976,1476426.7699977402,1361550.3500035,745.29367491052,6.430733100288565,1.2513153971006552
1578037750,Nurse Practitioner,FL,19,892,195032.0,3657821.400003543,1868792.3299989724,1476030.729997978,1480674.0999986122,7.568146406733142,2.478147186006455,1.2660931049867317
1861990335,Clinical Laboratory,NY,8,5666,12860.0,5540577.810005769,1857913.089988858,1475923.849989529,1290435.600012472,114.76857309405358,3.7539726795830806,1.2588136508547099
1356500011,Dermatology,MD,37,5773,10046.0,3377793.8599733696,1926900.260002134,1475836.1999970002,1347941.1600021683,146.9078439176787,2.288732218372361,1.305632874438268
1932206307,Hematology-Oncology,IL,49,1983,161389.0,7723932.00000138,1866174.9900006275,1475459.2599998685,1460053.4400022372,9.142254180891316,5.234934104518798,1.264809568514141
1003019019,Ophthalmology,MO,18,2366,12226.0,2370165.000006409,1875529.5900018208,1474740.9399932737,1485981.5899935116,120.6233387856432,1.6071737996350866,1.2717688504737483
1942797535,Ambulatory Surgical Center,PA,20,947,1415.0,10402458.410025,1862427.02999603,1474473.30000237,1474725.60000133,1042.0306007083886,7.055033421092318,1.2631134317542654
1124140207,Internal Medicine,IL,27,4868,17489.0,3782284.000009783,1902207.20999505,1474364.570001259,1400976.330001433,84.3023940763485,2.5653654984442236,1.2901878196879255
1467460352,Micrographic Dermatologic Surgery,WA,39,3335,9957.0,3693663.4999917,1863213.8600015063,1474206.539976864,1471336.069977215,148.05730038936065,2.5055264644597686,1.2638757253313688
1114577152,Clinical Laboratory,NV,93,90375,226062.0,2147587.1699997005,1474141.7699952044,1474141.7699952044,1478750.54999442,6.520962258120358,1.4568389646856603,1.0
1174912695,Clinical Laboratory,AL,86,33860,519533.39999999997,2627425.910007501,1474127.2400021367,1474127.2400021367,1475524.0199802448,2.837406103249833,1.782360327324046,1.0
1093120859,Ambulatory Surgical Center,TX,22,1024,6184.0,17762468.539924435,1849908.2399835673,1473978.7300027304,1501871.1600056624,238.35361093187748,12.050695290488711,1.2550440534376914
1457329179,Internal Medicine,CA,41,5349,51316.0,6003988.320021064,1931267.2400178243,1473572.9099974134,1403943.840005168,28.715661976720973,4.074442655186707,1.3106017536799142
1659458867,Hematology-Oncology,CA,46,3243,139314.0,4004135.730008232,1862075.7499871987,1473428.2299948651,1474061.9000082184,10.57631128238989,2.7175641463189466,1.2637709201443006
1710367222,Centralized Flu,WA,12,25385,25636.0,2228590.389990105,1473398.929997584,1473398.929997584,1389075.5299999139,57.47382313924107,1.5125505690395467,1.0
1306241534,Ambulatory Surgical Center,CA,25,1780,2223.0,6448413.0999904,1812638.759994712,1472880.379998582,1027328.519998833,662.5642735036356,4.3780969504099225,1.2306761530739225
1336464668,Clinical Laboratory,MI,123,71196,112722.0,4338832.840005643,1472773.3000025756,1472773.3000025756,1473500.6199988623,13.065535565396068,2.9460289916975375,1.0
1508905282,Ambulance Service Provider,WI,6,5247,56618.7,11390076.369994324,1852288.4400001944,1472745.8900004136,1262189.6200049776,26.01165145085305,7.733904706392441,1.2577108193455384
1568467264,Ambulance Service Provider,CA,4,4513,24321.9,6101326.169983145,1850394.3599879006,1472539.3699975235,1311118.029993063,60.543763850584185,4.143404444251569,1.256600942351044
1952720799,Ophthalmology,WA,14,2146,20780.0,3533861.26004487,1878461.929994654,1472255.26000381,1436758.1800003292,70.8496275266511,2.400304727072753,1.2759077729427115
1831298488,Ophthalmology,NJ,19,3613,19332.0,3789051.020054753,1883044.8400056588,1471847.320004953,1413035.919999422,76.13528450263568,2.574350592316873,1.2793751188807558
1255309704,Ophthalmology,FL,17,3249,19057.0,2744265.0000012,1884986.130000375,1471712.239999347,1480817.090004829,77.2268583722174,1.8646749856496525,1.280811614369132
1942477914,Ambulatory Surgical Center,CA,31,1933,2457.0,11731959.859987,1825396.750001038,1471709.029998948,1284448.139998266,598.9861741957461,7.971657182802898,1.2403244885997218
1790320380,Clinical Laboratory,MI,3,550,556.0,2604100.0,1473716.0400047998,1471455.0400047998,1471474.0400047998,2646.5018705122297,1.7697448642341838,1.001536574301307
1376546549,Ophthalmology,GA,15,1345,30988.0,6040607.6000011,1863631.85998605,1471399.220016537,1472853.4799896912,47.48287143463718,4.105349192677437,1.2665711892691534
1790947174,Medical Oncology,DE,68,5404,152828.0,6645495.99999684,1853620.0700015777,1471327.5299906533,1468041.4199930667,9.627342698920703,4.516666659556799,1.2598283062190463
1639395114,Hematology-Oncology,IL,50,2481,92572.0,5009310.12000003,1856381.6800074806,1471116.519994029,1479998.1399941891,15.891592706153363,3.4051076525334385,1.2618862304768457
1992780225,Rheumatology,CA,26,2057,132084.0,3378317.8499893704,1878446.3800076235,1470727.4999965306,1422551.9000121558,11.134789225012344,2.2970386084419716,1.277222585429357
1427087873,Ophthalmology,MI,21,4293,24162.0,2822590.3900072197,1895800.0700030483,1470620.400001526,1467686.260004053,60.8650111746348,1.9193194858471232,1.2891158520588188
1467725911,Ambulance Service Provider,AZ,6,6563,49829.1,5015029.009980417,1850231.6099972478,1470456.7999906382,1342438.2999947602,29.510001183859195,3.410524545850205,1.2582699539415423
1295927150,Family Practice,PA,14,582,104525.0,3421833.850008282,1854156.040007878,1470322.5700160232,1468307.3800156892,14.06670719938793,2.3272674444295522,1.2610539196087236
1114918851,Radiation Oncology,CA,20,3232,4254.0,5669582.5200394,1849157.53999773,1469855.19999762,1127940.810012032,345.5230841555289,3.8572388083183844,1.2580542219401776
1053357061,Independent Diagnostic Testing Facility (IDTF),FL,10,2210,6167.0,3565532.660005,1846881.3100084898,1469604.360014433,1468762.960014436,238.30133938940054,2.4261854122220914,1.2567200807640169
1851711345,Dermatology,CA,41,4917,12933.0,2050845.049989952,1868718.830005254,1469515.2699999812,1315050.2899906412,113.62524317636907,1.3955928814472125,1.2716566259330384
1659083392,Nurse Practitioner,NV,9,382,2227.0,2033280.00000041,1845041.38999394,1469503.329990702,1469311.449990528,659.8578042167499,1.383651168734184,1.255554412391576
1548458672,Rheumatology,KS,14,796,170688.0,5954790.0000142,1843581.4399924309,1469100.999994,1485383.620003549,8.606937804614267,4.053356440461561,1.2549044892079988
1861468803,Ambulance Service Provider,NC,5,3026,39005.6,2949071.8100219294,1853793.7000176413,1468227.7699925506,1448650.3799961843,37.64146096951593,2.008592856159431,1.2626063461713757
1215920335,Rheumatology,PA,22,1799,170880.0,3380034.00000093,1874647.8100048383,1468032.1099965365,1463444.5299957786,8.59101187966138,2.302425115216931,1.2769801132001541
1780689802,Ambulatory Surgical Center,CA,22,1136,1747.0,10261635.0399777,1862814.259974582,1467915.450011343,1086200.809998245,840.2492558736938,6.990617232006383,1.2690201332509903
1073772067,Radiation Oncology,FL,32,2136,8370.0,6337162.389891776,1845254.100005836,1467795.929998799,1536289.979995684,175.36391039412175,4.317468294040686,1.2571598423817307
1447488325,Hematology-Oncology,IA,65,4320,135053.0,3897228.81001111,1842817.0000122103,1467531.8300095645,1489817.5500098448,10.866340103585737,2.6556349445488414,1.2557254039254466
1811125610,Ophthalmology,GA,14,2702,11195.0,5893153.00004376,1881412.100006216,1467506.939994128,1485472.570007468,131.0859258592343,4.01575818106001,1.2820464753739047
1205954427,Ophthalmology,PA,11,1625,8922.0,3152289.99999894,1860006.9300078729,1467279.549995019,1473239.4899935583,164.456349472654,2.148390877532261,1.267656821097375
1760923445,Ambulatory Surgical Center,CA,7,421,654.0,6698088.0,1847514.73998486,1467144.73000659,1021654.3199911,2243.340565759312,4.565390082524384,1.2592586826635443
1730470220,Nephrology,NY,28,1900,28802.0,5025624.99997424,1841420.30998846,1467019.199990327,1197936.9299997112,50.93462953927946,3.4257390769032723,1.255212140373215
1487651584,Hematology-Oncology,ME,54,3552,84320.0,3757755.499990573,1837686.0800164207,1466708.9799930197,1465488.5099920402,17.39455621433847,2.56203210810672,1.252931634757678
1205491578,Podiatry,VA,21,2980,7273.0,3196572.0,1865127.819933901,1466571.249998319,1475471.7599971595,201.6459851503257,2.1796227084116535,1.2717607957581596
1922012707,Cardiology,NY,15,4876,8798.0,6524924.99998502,1856633.8599728483,1466455.0199818609,1411282.1099960858,166.68049783835656,4.449454576565007,1.2660694222969169
1083715148,Ambulatory Surgical Center,IN,23,1124,14815.0,6273195.5199697,1856288.4000036477,1466361.720000095,1492359.1600047597,98.9781788727705,4.278068251788033,1.2659143884385686
1699115014,Dermatology,FL,50,4076,5800.0,9862657.64,1858243.67999764,1466222.7899967474,1504892.3900095006,252.79703275805988,6.726575052091421,1.2673678875239431
1164450201,Ophthalmology,MI,13,1483,11757.0,2998467.999998384,1866341.070001078,1466122.670009527,1491373.91999686,124.70210683078395,2.045168566951427,1.2729774310010162
1508857871,Ambulatory Surgical Center,FL,25,2824,3416.0,6969400.0,1799139.71001336,1466107.14000239,1524100.05000174,429.1882728344233,4.7536771425781605,1.227154319711196
1255696696,Radiation Oncology,FL,25,1733,7576.0,7445088.99992738,1845244.720005433,1465561.190006387,1456550.8099971,193.44788674846714,5.080026034187583,1.2590704042847856
1700893864,Dermatology,AZ,47,3740,13145.0,2646526.879997513,1866683.209985432,1465462.6500034917,1480530.2200133896,111.48441612807088,1.805932672518953,1.2737842277870297
1033734728,Ambulatory Surgical Center,CA,13,402,613.0,6413069.28000836,1840794.5499805731,1465392.670003904,1283307.989999626,2390.526378472927,4.376348682016592,1.256178352506478
1568583896,Ambulatory Surgical Center,NY,14,1524,2468.0,9786053.0,1852671.990047466,1464964.139994354,1330063.070005254,593.5835251192682,6.6800631720840045,1.264653474763284
1962816843,Ophthalmology,NJ,15,2358,14142.0,6422052.00000285,1864012.9399997692,1464936.140008357,1433604.599996937,103.58762127056688,4.383844336017415,1.2724192468820763
1174725345,Hematology-Oncology,GA,35,2217,82840.0,3866108.9999979557,1847632.3700040982,1464899.4799930598,1474909.6199986655,17.68347996128754,2.6391633370067633,1.2612690462644247
1598138562,Clinical Laboratory,CA,28,6598,10011.0,15631429.18,1464788.8699999996,1464788.8699999996,1464789.2499999998,146.31793726900406,10.671455456921928,1.0
1023399318,Ambulatory Surgical Center,RI,7,1114,3378.0,3767715.9999567997,1848659.5499980038,1464475.310000708,1455451.919996992,433.5332474839278,2.572741222899127,1.2623357576421756
1639103138,Dermatology,CA,47,6966,15094.0,5638781.220015752,1879411.4000028414,1464441.8699990306,1282560.069999621,97.02145687021536,3.8504643547370607,1.2833636066442742
1760496830,Ophthalmology,NC,11,2067,11567.0,2936310.0000014,1874936.2699957436,1464129.210000122,1477833.020000434,126.57812829602507,2.005499227763617,1.2805811517110484
1063855534,Ophthalmology,MD,16,3502,14039.0,6592761.9999969,1881690.800004145,1463287.149998677,1450593.5899990282,104.23015528162098,4.505446521554474,1.2859340697455357
1306820360,Ophthalmology,AR,13,2655,28420.0,4925043.000012849,1864239.399997518,1463146.100000249,1501877.1300000069,51.48297325827759,3.3660637170901877,1.2741307241957591
1669475281,Ophthalmology,IN,20,4082,16560.0,1941509.0199976559,1889165.63999286,1462999.519996864,1463987.599996903,88.3453816423227,1.3270742699914335,1.2912961447840456
1205878345,Radiation Oncology,TX,42,2306,10899.0,10733153.99999703,1842782.870000201,1462912.4899982044,1525878.3600035624,134.22446921719464,7.3368394031622515,1.2596671930817016
