hcpcs_cd,hcpcs_desc,row_count,total_beneficiaries,total_services,estimated_submitted_charges,estimated_medicare_allowed,estimated_medicare_payment,estimated_standardized_payment,avg_payment_per_service,charge_to_payment_ratio,allowed_to_payment_ratio
0172U,"Dna gene analysis (brca1, dna repair associated and brca2, dna repair associated) for detection of mutations associated with breast cancer",1,975,976.0,3943040.0,2887776.7799744,2887776.7799744,2898134.4,2958.7876844,1.365424096260984,1.0
87522,"Detection test by nucleic acid for hepatitis c virus, quantification",176,58968,68694.0,33693766.72002553,2881741.450007077,2881741.450007077,2884324.7500003907,41.9504097884397,11.692154658754271,1.0
A9800,"Gallium ga-68 gozetotide, diagnostic, (locametz), 1 millicurie",21,694,3775.0,5705717.610019,3618416.01000537,2881496.60998531,2902522.4599863198,763.3103602610094,1.9801229646590104,1.2557418938014355
76376,3d radiographic procedure,5700,280488,294328.0,40216268.250075296,3724791.530001684,2869004.8899997813,2754490.6499992637,9.74764511021643,14.01749728285697,1.2982869227531948
A9513,"Lutetium lu 177, dotatate, therapeutic, 1 millicurie",2,24,11700.0,6274799.999981999,3587499.8499789997,2858278.919989,2858278.919989,244.29734358880341,2.1953070976033886,1.2551258818340956
83002,"Gonadotropin, luteinizing (reproductive hormone) level",580,127898,157711.0,14853787.509994376,2856100.689998257,2856096.989998331,2862417.1699993815,18.10968791015421,5.200729373690862,1.000001295474187
66986,Exchange of prosthetic lens,205,4235,4506.0,17762815.609976,3592557.0500008,2853146.46999928,2828115.17000006,633.1882978249622,6.225693562090587,1.259156193969147
83695,Lipoprotein (a) level,229,167582,202802.0,9944443.070050726,2840597.719980091,2840597.719980091,2845288.690004003,14.006753976687069,3.5008276603560833,1.0
15002,"Preparation of skin graft site of trunk, arms, or legs, 100.0 sq cm or 1% body area for infants and children, or less",294,8514,13518.0,14284786.329989761,3554635.29999445,2825210.640000622,2763777.670000284,208.9962006214397,5.0561845293017225,1.258184168524039
43255,"Control of bleeding of esophagus, stomach, and/or upper small bowel using a flexible endoscope",946,16374,17716.0,21353669.77999449,3571659.0300011,2822967.009998666,2755195.849998718,159.3456203431173,7.564264727275216,1.265214583574885
93350,"Ultrasound of heart during rest, exercise and/or drug-induced stress with report",1700,46147,46340.0,16821265.890000343,3779566.380000962,2819867.049997822,2710182.149999399,60.85168428998321,5.965269139200494,1.3403349565731766
61886,Insertion of brain neurostimulator pulse device with connection to 2 or more electrode arrays,134,3069,3122.0,12828938.6199958,3545702.6899983296,2814601.049979374,2828235.990019151,901.5378122932011,4.5579953933754895,1.259753203753091
87900,Infectious agent drug susceptibility analysis,94,16785,22248.0,5437731.23000253,2814339.14001248,2814339.14001248,2841855.30000672,126.49852301386551,1.9321520824169105,1.0
A9526,"Nitrogen n-13 ammonia, diagnostic, per study dose, up to 40 millicuries",28,2374,4625.0,6996340.9000249,3528322.2600067602,2810670.8599907,2846609.40999851,607.7126183763676,2.489206758292591,1.2553309995245885
98927,"Osteopathic manipulative treatment, 5-6 body regions",574,18596,63838.0,7996269.610005234,3697353.64000302,2808865.969996692,2716654.829997956,43.99990554210176,2.846796427960089,1.3163154381507831
26160,Removal of growth of tendon finger or hand,438,7244,7699.0,24719587.24998698,3561731.56000067,2806709.32999883,2866336.47999979,364.55505000634236,8.807320012007544,1.2690062066392016
93979,"Ultrasound of aorta, vena cava, groin vessels or bypass grafts",935,36763,41173.0,13328919.129994044,3690988.010000303,2799930.01000013,2718169.139998351,68.00403201127268,4.760447254891712,1.3182429549373385
90785,Psychiatric services complicated by communication factor,1239,61916,285157.0,13669271.890000293,3608442.779988663,2799720.919998607,2786956.599998478,9.81817356753861,4.882369450597631,1.2888580266030436
88264,"Chromosome analysis for genetic defects, analyze 20-25 cells",76,19012,19801.0,8554755.929995479,2799005.71001603,2799005.71001603,2806076.9899983997,141.35678551669258,3.0563552976626425,1.0
J9119,"Injection, cemiplimab-rwlc, 1 mg",5,71,135380.0,10386442.5700798,3505613.7599828104,2792779.97001486,2792779.9999757,20.629191682780764,3.7190336086607405,1.2552416579971954
61796,"Computer-assisted radiosurgery of simple growth of brain, first growth",138,2901,3297.0,23955662.439965602,3498955.99000533,2791678.32000519,2690253.25000023,846.7328844419745,8.581096993983557,1.2533521376484469
92082,Exam of visual field with intermediate testing,1487,82294,88459.0,8819795.5199987,3924561.660000907,2789877.619999747,2789732.879999696,31.5386520308815,3.161355701329831,1.4067146285797523
78830,"Nuclear medicine study, spect imaging with concurrent ct scan, 1 area or single acquisition, single day imaging",716,24812,26070.0,17908866.65999767,3566883.499999763,2784011.310000252,2697952.489996978,106.7898469505275,6.432756431580751,1.2812029488484513
93279,Programming of single lead pacemaker system,2358,55075,70302.0,11165833.249997525,3777435.940000342,2781842.44000073,2727823.81000001,39.56989047254317,4.013826624197521,1.3578899673409794
00732,"Anesthesia for procedure on gallbladder, pancreas, or liver using an endoscope",1347,23732,25214.0,38429141.71998844,3531242.400003354,2781203.890000591,2737910.220000819,110.30395375587337,13.81744857259648,1.2696812386533098
86360,"T cell count and ratio, including ratio",109,36432,60526.0,14988873.71999278,2779241.590001153,2779241.590001153,2786617.04,45.91814410337959,5.393152496680421,1.0
G0166,"External counterpulsation, per treatment session",62,1453,32150.0,17940840.11999722,3500711.860010616,2768885.740006452,2648173.979997233,86.12397325058949,6.479444009110832,1.2643034739318852
95700,"Measurement of brain wave activity (eeg), continuous",294,11844,14353.0,18623982.7100073,3512083.4000001578,2753427.08999495,2770239.749995312,191.836347104783,6.7639280435936495,1.2755316502702816
66989,Complex extracapsular removal of cataract with insertion of artificial lens and insertion of drainage device in front chamber of eye,64,1209,1553.0,10939682.0699942,3455582.67000181,2748400.54000208,2499653.61999865,1769.736342564121,3.9803812838669868,1.2573067934265485
87340,Detection test by immunoassay technique for hepatitis b surface antigen,721,256538,272295.0,19408921.369996235,2747776.3500065687,2747776.3500065687,2755580.620002078,10.091174461545634,7.063501136091311,1.0
99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",230,19114,66069.0,7438174.529997845,3583213.610004908,2744474.5299981725,2670851.6400026376,41.539519744481865,2.71023631252384,1.3056100797580708
11606,"Removal of cancer skin growth of body, arms, or legs, more than 4.0 cm",406,8744,9738.0,12252727.85998223,3487573.21000154,2741842.23000048,2703332.08999827,281.56112446092425,4.468793910136866,1.271981725221633
11312,"Shaving of skin growth of face, ears, eyelids, nose, lips, or mouth, 1.1-2.0 cm",532,19664,27056.0,7152722.079987564,3616714.710006621,2737060.389998135,2619695.60999899,101.16278792127939,2.6132861759737924,1.3213865222787742
66030,Injection of medication into eye,191,4987,8536.0,8604999.43000109,3468782.929985009,2732250.29999201,2656954.0599965192,320.08555529428423,3.1494184226189867,1.2695699694845501
75774,Review by radiologist of additional artery image,648,15095,49603.0,12969722.08994296,3412019.0099978847,2720679.64999837,2612637.959998303,54.84909481278088,4.7670890212858135,1.2541053887031237
99406,"Smoking and tobacco use intensive counseling, 4-10 minutes",5752,129243,199733.0,7348164.290000022,2716573.9300001427,2716573.9300001427,2729253.490000294,13.601027021073847,2.7049380872176876,1.0
75716,Review by radiologist of both arms or legs arteries image,982,24090,27000.0,13436680.980000878,3407035.710001289,2714764.570000518,2554315.309998708,100.54683592594512,4.949482960136876,1.2550022744700247
92286,Imaging of front third of eye using a special microscope,1197,84206,93355.0,15392954.609999876,3631383.239999142,2711471.410002194,2553534.539997519,29.04473686467992,5.676974705769596,1.3392666530074915
95716,"Measurement of brain wave activity with video (veeg), 12-26 hours with continuous monitoring",22,949,2792.0,17016194.3200039,3371895.3400206,2689933.7600101302,2732309.55001534,963.4433237858633,6.325878567336847,1.2535235588878966
73522,"X-ray of both hips, 3-4 views",3896,95738,102974.0,13199973.190000258,3697233.680000124,2688497.5599991055,2641299.4899997776,26.108508555549026,4.909795488155344,1.3752044022689587
22214,Incision or removal of lower spine bone segment,251,5691,5755.0,32077296.00000494,3367076.979999934,2687747.770000009,2591158.40000028,467.0282832319737,11.93463775062674,1.2527503575977008
26145,"Repair of tendon, finger, and/or palm of hand",156,3961,8171.0,24681030.610003218,3384621.38000148,2684969.90999882,2432165.8800009303,328.5974678740448,9.1922931866354,1.2605807489302432
J0485,"Injection, belatacept, 1 mg",20,323,934800.0,7450986.330045279,3371419.540015939,2677775.980009699,2727536.839980253,2.864544266163563,2.7825278834633105,1.2590371880188902
86304,"Immunologic analysis for detection of tumor antigen, quantitative; ca 125",481,63720,131516.0,17726971.249989178,2677657.31000226,2677657.31000226,2681591.640000435,20.359935749279632,6.620328592374734,1.0
43252,"Microscopic exam of esophagus, stomach, and/or upper small bowel using a flexible endoscope",65,4185,4352.0,9891548.19999523,3354914.810009035,2675431.390011009,2579428.200006879,614.759051013559,3.697178794016665,1.2539715361548591
A2005,"Microlyte matrix, per square centimeter",9,179,13400.0,4453249.9999905005,3347965.700001,2671729.9000075,2650418.169992,199.38282835876865,1.666803968461782,1.2531078459658673
80164,"Valproic acid level, total",382,115848,201321.0,14151657.900004629,2670068.399999991,2670068.399999991,2671520.630000546,13.262741591786208,5.30011062638121,1.0
85060,Blood smear interpretation by physician with written report,2639,127537,142921.0,11958677.85000312,3386211.339999712,2665414.3699996527,2663976.5699991807,18.64956423478462,4.486611156825375,1.2704258587756294
86618,Analysis for antibody borrelia burgdorferi (lyme disease bacteria),419,137361,159590.0,21986186.76995164,2660373.0799999405,2660373.0799999405,2663557.1,16.6700487499213,8.264324629969618,1.0
22600,Fusion of spine in neck by posterior approach,260,3823,3893.0,20088670.8600092,3319434.719997846,2648554.670000183,2568248.509999884,680.3377010018451,7.584767302540828,1.253300434986912
70547,Mri scan of blood vessels of neck without contrast,1242,31271,32664.0,22196376.37998884,3369705.9400098748,2647333.280002959,2401616.779997235,81.04743081076901,8.384428416192476,1.2728680462952924
93226,Electrocardiogram (ecg) 2-day continuous with report,133,88406,91019.0,45042177.680002324,3545954.660010078,2644976.8399859285,2444452.6899879333,29.059612168733214,17.02932781832674,1.3406373191641794
G2087,"Office-based treatment for opioid use disorder, including care coordination, individual therapy and group therapy and counseling; at least 60 minutes in a subsequent calendar month",144,3191,11196.0,5675340.68999991,3375230.72999793,2640342.64000056,2780728.25999688,235.82910325121114,2.1494712860444154,1.278330576821353
81191,Gene analysis (neurotrophic receptor tyrosine kinase 1) translocation analysis,24,12850,12938.0,2906024.40000033,2628206.78000284,2628206.78000284,2628309.9199998,203.13856701212242,1.1057061499541485,1.0
81000,"Manual urinalysis test with examination using microscope, non-automated",3908,427803,669280.0,11607691.560008628,2624689.1099999514,2624685.1099999747,2636888.780000694,3.921654778269147,4.422508252812369,1.00000152399233
83876,Myeloperoxidase (white blood cell enzyme) measurement,41,42096,52482.0,6268288.819955408,2607966.420006031,2607966.420006031,2615592.0000019325,49.692588316108974,2.403515924081918,1.0
11310,"Shaving of skin growth of face, ears, eyelids, nose, lips, or mouth, 0.5 cm or less",1062,33730,39643.0,9282601.499998791,3572304.669997181,2606518.949999993,2563051.830000267,65.74979063138494,3.5613021344037477,1.370527028010746
72070,"X-ray of middle spine, 2 views",6394,151495,167020.0,14486954.280004043,3506573.259999592,2599561.360000578,2562524.3899999773,15.564371692016394,5.572845674241296,1.3489095945012861
97814,"Acupuncture with electrical stimulation, each additional 15 minutes",241,9450,84703.0,7907045.710006835,3301984.1300018393,2597851.090000151,2392171.64000002,30.670119004051227,3.043687045975516,1.2710444192556267
64454,Injection of anesthetic agent and/or steroid into knee nerve branch using imaging guidance,892,18188,22733.0,29496346.97998241,3341110.010001366,2591951.910002245,2467001.750000864,114.01715171786589,11.379974630762675,1.2890324072403303
96920,"Treatment of inflammatory skin disease using laser, less than 250.0 sq cm",100,1870,20442.0,6707744.329997701,3296720.940004899,2581520.889997865,2427553.000006994,126.28514284306159,2.598369184610103,1.277046005235939
83690,Lipase (fat enzyme) level,1423,312021,383191.0,18069182.51003355,2580783.829999909,2580783.829999909,2586505.999998793,6.734980283983467,7.001432006815615,1.0
10040,Acne surgery,963,26028,31381.0,7118346.350007438,3504604.870004762,2579161.040003025,2450130.0200005,82.18861859096349,2.759946447546792,1.3588158380372601
43246,Insertion of stomach tube using a flexible endoscope,752,15659,16608.0,15492526.00000383,3252212.389999677,2576978.090001593,2469767.030001115,155.16486572745623,6.0118966707995,1.2620256270776702
43237,"Ultrasound exam of esophagus, stomach, and/or upper small bowel using a flexible endoscope through mouth",590,16252,16612.0,17022562.03000035,3313922.779995041,2576921.070001576,2510072.150002167,155.12407115347798,6.605775484613481,1.2860008863185763
90688,"Influenza vaccine, quadrivalent, 0.5 ml dosage",3097,125824,127010.0,5482721.259998773,2573259.4800000065,2573259.4800000065,2582904.7499993895,20.260290370836994,2.130652311829338,1.0
93325,"Ultrasound of heart with color-depicted blood flow, rate and valve function",12867,534028,559942.0,54182100.88000163,3274870.5299994485,2571571.740001465,2444946.899998826,4.592568051693685,21.069643921336123,1.2734898579953995
37224,Balloon dilation of artery of leg,354,5636,6364.0,27877513.37997788,3224201.06000794,2563965.78999572,2464760.69000419,402.88588780573855,10.872810194563638,1.2575054911373533
50081,Complex surgical treatment of kidney stone with imaging guidance,108,2329,2539.0,14827937.3199804,3208504.73999602,2554911.65000166,2494798.35000131,1006.2668964165656,5.803698660175105,1.255818274574753
82310,"Calcium level, total",1436,375662,513006.0,10749510.189986588,2541902.0300039216,2541902.0300039216,2546986.1800025553,4.954916765113706,4.228923877908073,1.0
81305,Gene analysis (myeloid differentiation primary response 88) for p.leu265pro variant,32,14722,14777.0,3333496.04999696,2539410.1399980597,2539410.1399980597,2540018.53,171.8488285848318,1.3127048669654864,1.0
17108,"Destruction of birthmark, more than 50.0 sq cm",36,2083,5135.0,5503619.96998511,3246697.94000354,2537428.27000517,2451692.4100038,494.1437721529055,2.1689755864404776,1.2795230424373434
67924,Extensive repair of turning-inward eyelid defect,254,4674,5382.0,12872952.76001287,3200518.4699974,2530646.93999994,2503714.70999783,470.2056744704459,5.086822881746269,1.2647036690141675
95924,"Testing of autonomic (sympathetic and parasympathetic) nervous system function, at least 5 minutes of tilt",296,18809,21070.0,6791857.6200031005,3234458.690000353,2519690.669999605,2373253.199996227,119.58664784051281,2.6955124693953665,1.2836729240263687
28308,Incision or partial removal of foot bone (other than big toe) to straighten toe,275,4435,6638.0,23117520.990011178,3164865.289996908,2515893.430002649,2559293.829996278,379.01377372742525,9.18859309155509,1.2579488670923458
81538,Testing of lung tumor cells for prediction of survival,1,859,894.0,3833700.0000384003,2515340.52,2515340.52,2515340.52,2813.58,1.5241276358233995,1.0
93451,Insertion of tube in right heart chambers for measurement,1105,23457,24836.0,19717297.39000081,3204181.5199987,2513944.980000428,2483849.760000324,101.22181430183717,7.843169817502312,1.274563105194989
67950,Reconstruction of eyelid margin,206,5384,6479.0,16704232.76998186,3170075.7799960803,2512901.63000201,2446261.4499988398,387.8533153267495,6.647388250517588,1.2615200460487364
87498,"Detection test by nucleic acid for enterovirus (intestinal virus), amplified probe technique",96,49083,73069.0,4262479.920000653,2512111.250000479,2512111.250000479,2512782.329999974,34.37998672488305,1.6967719562578447,1.0
52204,Biopsy of bladder using an endoscope,372,7396,8183.0,19670822.28002232,3174585.940003892,2494781.550000523,2525466.709999888,304.8737076867314,7.884787459654812,1.2724905473199553
20551,Injection into tendon at attachment to bone or muscle,1286,34022,76599.0,11968095.920005891,3293178.450001959,2493875.399999744,2405423.590001397,32.557545137661634,4.798995138252344,1.32050640942298
0501T,"Analysis of data from ct study of heart blood vessels to assess severity of heart artery disease, with interpretation and report",74,2921,2927.0,11602512.480011001,3135266.8100184603,2493049.05000121,2485157.94000012,851.7420737961087,4.653944726841764,1.2576033391789618
11622,"Removal of cancer skin growth of scalp, neck, hands, feet, or genitals, 1.1-2.0 cm",881,20529,22713.0,11257992.12999834,3169116.649999096,2482968.420000401,2508755.129997462,109.3192629771673,4.534085910765036,1.276341907722928
87556,"Detection test by nucleic acid for mycobacteria tuberculosis (tb bacteria), amplified probe technique",85,51004,60671.0,4055142.5400031367,2474031.519996839,2474031.519996839,2478374.749999376,40.777826638704475,1.6390828116888008,1.0
Q3014,Telehealth originating site facility fee,1097,45624,124613.0,7137238.830001119,3440661.170003471,2468151.319996259,2472352.7299962877,19.806531581747162,2.8917347053145575,1.394023592527822
73590,"X-ray of lower leg, 2 views",10850,258414,298691.0,15248947.26000689,3282968.5200014226,2464994.33999504,2515190.029998582,8.252656892892789,6.186199705447426,1.3318361290874317
51741,Electronic assessment of bladder emptying,4336,250978,303238.0,56407546.769932106,3303967.859999803,2464590.150001272,2328486.2100004363,8.127576853828584,22.88719151535317,1.3405749674030376
00918,"Anesthesia for fragmenting, manipulation and/or removal of kidney stone including use of an endoscope",1388,23374,24027.0,34000456.62999443,3111283.369998976,2456753.059998543,2448276.549998691,102.24967994333637,13.839590630250235,1.2664208791097715
36573,"Insertion of tube for infusion with imaging guidance and review by radiologist, patient 5 years or older",1152,31423,33212.0,20612015.390004065,3110349.009998713,2447855.660000554,2410421.030000003,73.70395218597356,8.420437416640572,1.2706423261892859
99427,"Principal care management services for a single high-risk disease, each additional 30 minutes of clinical staff time directed by health care professional, per calendar month",409,25258,66666.0,7076487.510026429,3101850.370001905,2447178.969995104,2358169.230006735,36.70805163044286,2.8916918610331908,1.267520850756621
31276,Exploration of nasal sinus using an endoscope,156,2422,3095.0,14765916.320000019,3067361.92999392,2444419.19000174,2275250.17999728,789.7961841685751,6.040664539206758,1.2548428446889
12034,"Intermediate repair of wound of scalp, underarms, trunk, arms, or legs, 7.6-12.5 cm",635,12504,13074.0,9585978.54999674,3120267.949999343,2444068.98999652,2457390.309998283,186.9411802047208,3.9221391005048467,1.276669342301907
15240,"Full thickness skin graft to forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, or feet, 20.0 sq cm or less",180,3544,3652.0,7756819.62001135,3078754.7499994,2438158.84000142,2451044.23000007,667.6229025195564,3.1814250543278106,1.2627375622490646
97813,"Acupuncture with electrical stimulation, initial 15 minutes",281,10890,65236.0,7231334.09999384,3111140.269999684,2429691.339999931,2245220.609997962,37.24464007603058,2.9762356974915365,1.2804672835520632
17271,"Destruction of cancer skin growth of scalp, neck, hands, feet, or genitals, 0.6-1.0 cm",835,20452,24709.0,7086136.7000034405,3197095.8799982,2429389.800003055,2431261.720001463,98.32003723352038,2.9168380883111182,1.3160077810461621
81295,"Gene analysis (muts homolog 2, colon cancer, nonpolyposis type 1) full sequence analysis",34,6486,6486.0,3122680.89999776,2425843.94999995,2425843.94999995,2426218.02,374.0123265494835,1.287255472470859,1.0
90901,Biofeedback training,132,5491,75469.0,6123235.07000436,3080680.929997699,2425079.840006145,2239599.819999836,32.1334566511567,2.5249622585575753,1.2703420642801981
93650,Destruction of heart conduction tissue to create heart block,323,5585,5670.0,11267992.52000345,3050335.36999874,2424780.39000127,2443934.90000108,427.65086243408643,4.64701569118082,1.2579841797537559
73120,"X-ray of hand, 2 views",2584,96958,152666.0,10173064.070004726,3264071.960003728,2421237.5600052387,2664534.920003069,15.859703928872433,4.201596835455796,1.3481006630331085
87511,"Detection test for gardnerella vaginalis (bacteria), amplified probe technique",173,54359,70327.0,4526859.599992121,2414565.29001235,2414565.29001235,2418358.769991208,34.333403813789154,1.8748134990248977,1.0
81192,Gene analysis (neurotrophic receptor tyrosine kinase 2) translocation analysis,27,11830,11868.0,2679852.98000009,2411034.11000008,2411034.11000008,2411102.88,203.15420542636332,1.1114952579414155,1.0
0245U,"Gene analysis of 10 genes and 37 rna fusions and expression of 4 mrna markers, next-generation sequencing, in fine needle aspirate of thyroid to evaluate risk of thyroid cancer",2,1945,1947.0,5902412.5000269,2409610.1800188,2409610.1800188,2415740.25,1237.6015305694914,2.449530031443032,1.0
69433,Incision of eardrum with insertion of eardrum tube under local or topical anesthesia,800,13488,15140.0,9417638.22999132,3181301.29000305,2407540.139998774,2450469.060001666,159.01850330242894,3.9117263606645896,1.3213907577900945
33274,Insertion of permanent leadless pacemaker using imaging guidance,360,6994,7012.0,10978190.6600074,3025163.31000006,2405227.44999886,2403744.35000028,343.0158941812407,4.564304577520352,1.2577452124128612
43276,Replacement of stent in pancreatic or bile duct using a flexible endoscope,233,4138,7430.0,15218112.20999816,3030296.53999946,2399567.08999845,2176450.93999737,322.9565397036945,6.342024056517624,1.2628513504081342
82330,"Calcium level, ionized",223,139937,178894.0,14428655.739980383,2393848.460004185,2393848.460004185,2396809.310004809,13.381379252541644,6.027388943389992,1.0
84425,Vitamin b-1 (thiamine) level,180,108116,114827.0,16122146.160108482,2374454.3799949363,2374454.3799949363,2388918.1900075874,20.678537103598774,6.789831927679682,1.0
53854,Destruction of prostate tissue using radiofrequency induced heated water vapor,138,2359,2363.0,11881090.01999163,3004326.30999832,2374422.68999176,2329656.23000036,1004.8339779905882,5.00378052739753,1.2652870622663843
01400,Anesthesia for other procedure or exam of knee joint using an endoscope,1388,24470,24634.0,31450204.839995097,2989793.850000171,2352599.720001426,2338550.019999891,95.50214013158342,13.36827704798674,1.2708468102675616
22630,"Fusion of lower spine bone and partial removal of spine bone or disc through back, 1 disc",138,2575,2588.0,15774986.4600286,2933136.70999035,2336034.81999604,2303082.249996058,902.6409659953786,6.752890121755695,1.255604875784909
33534,"Coronary artery bypass using artery graft, 2 grafts",106,1644,1645.0,14370091.80002002,2919322.90999927,2331938.73999852,2253083.08999879,1417.5919392088267,6.162293868847147,1.2518866211730428
82962,Blood glucose (sugar) test performed by hand-held instrument,6715,350889,731994.0,11660510.09000027,2328047.599999684,2328044.9599997024,2345864.8299998916,3.180415358595429,5.008713444263448,1.00000113399871
93456,Insertion of tube in right heart chambers and coronary artery for diagnosis with review by radiologist,480,9627,9668.0,15673435.51001752,2950657.12000319,2323967.42000283,2257595.73999878,240.37726727377225,6.744257847641613,1.269663720156454
44207,Partial removal of large bowel and reattachment to rectum using an endoscope,139,1950,1955.0,10966892.2900076,2910796.63000005,2322605.1400012,2222506.7200029837,1188.0333196937086,4.721806604631011,1.2532464429139023
36830,Creation of artery-vein connection using tube graft for hemodialysis,235,4110,4233.0,9241961.04999016,2926729.340001352,2322553.319996324,2305960.929999411,548.6778454987772,3.9792244898837406,1.2601344024282657
67966,Removal of over 1/4 of eyelid margin and repair of eyelid,150,3907,4508.0,13409453.26000952,2920750.12999994,2311067.73000177,2263560.9400008298,512.659212511484,5.802276188590652,1.263809836502586
82140,Ammonia level,282,115485,161601.0,11639372.369991357,2305762.3599929507,2305762.3599929507,2307659.729997932,14.268243142016143,5.047949681174837,1.0
82626,Dehydroepiandrosterone (dhea) hormone level,115,23814,92743.0,7107691.209997094,2295289.640000524,2295289.640000524,2296303.52,24.748925956681624,3.0966423958570526,1.0
86704,Hepatitis b core antibody measurement,546,186610,194406.0,16399757.440026797,2291800.549987954,2291800.549987954,2295884.3299991153,11.788733629558521,7.155839734881378,1.0
84445,Thyroid stimulating immune globulins (thyroid related protein) level,144,39525,46265.0,16141930.229999825,2291224.470001771,2291224.470001771,2305762.040000199,49.52392672650537,7.045110787415494,1.0
95908,"Nerve conduction, 3-4 studies",1109,31407,31791.0,12887108.68000968,3010925.9600051492,2286736.4199996,2315429.550000297,71.93030794877795,5.635589903278811,1.3166913045473234
95992,"Repositioning exercises of head for treatment of dizziness, each day",1382,35585,69615.0,8218078.38999654,3006725.419999526,2285587.35999932,2245917.05000149,32.83182302663679,3.595608959790093,1.3155154218215577
Q4264,"Cocoon membrane, per square centimeter",1,11,1645.0,2894200.0000585,2846908.799973,2268268.7999825,2268268.7999825,1378.8868085,1.2759510689742015,1.2551020408141065
52351,"Diagnostic exam of bladder, urethra, and ureter or kidney using an endoscope",216,3902,4291.0,10275689.16998728,2853004.37000115,2262586.15000927,2344701.80999714,527.2864483824912,4.541568138718246,1.2609483930543202
36245,"Insertion of tube into abdominal, pelvic, or leg artery, each first order branch",225,4768,6697.0,14391966.57999915,2839658.57999825,2262159.019999525,2163948.1400005,337.7869225025422,6.362049021647547,1.2552868984421999
22634,Fusion of additional segment of spine with partial removal of spine bone and disc,363,6196,8415.0,15016351.74000138,2830716.319998822,2261005.270000853,2291730.659999857,268.6874949495963,6.6414492435020795,1.251972455596158
73501,"X-ray of hip, 1 view",3728,127526,148916.0,11436587.459996978,3053480.4999976526,2255594.9599964255,2213975.989997331,15.146760321230932,5.070319655269624,1.3537361778829704
97810,"Acupuncture, initial 15 minutes",365,14889,72711.0,8467781.769998305,2899148.2300043358,2250305.449997102,2103053.789998954,30.94862469223504,3.7629477233898223,1.2883354257565653
86301,"Immunologic analysis for detection of tumor antigen, quantitative; ca 19-9",339,55599,110219.0,13390209.989995904,2245695.869995684,2245695.869995684,2247305.830001372,20.374852520851068,5.962610596074009,1.0
81292,"Gene analysis (mutl homolog 1, colon cancer, nonpolyposis type 2) full sequence analysis",20,3390,3390.0,2951669.34000005,2243807.1,2243807.1,2243807.1,661.89,1.315473749949383,1.0
99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",3299,144161,151147.0,8009484.819996159,2917197.499999298,2243089.000003156,2177589.640000737,14.8404467174549,3.5707387535603314,1.300526862730455
95812,"Measurement of brain wave activity (eeg), 41-60 minutes",400,14456,15032.0,10006566.470001606,2863343.910001404,2240958.040001197,2138320.940002922,149.07916711024458,4.465307378087393,1.2777320498155669
82247,"Bilirubin level, total",776,254054,465416.0,11678753.199985502,2240056.470000433,2240056.470000433,2243098.2499987157,4.813019900477063,5.213597673269034,1.0
43238,Ultrasound guided needle aspiration or biopsy of esophagus using a flexible endoscope,468,12388,12824.0,14669457.64999348,2858471.17999856,2237912.580000495,2191683.480004247,174.50971459766805,6.554973496770922,1.2772934946359378
00210,Anesthesia for other procedure on brain,316,5585,5662.0,24604653.1300007,2811613.1399993603,2237789.80000123,2163689.85000001,395.2295655247669,10.995068942573237,1.2564241467173614
80047,"Blood test, basic group of blood chemicals (calcium, ionized)",1688,82611,166813.0,6494977.060000665,2236081.610000902,2236067.8800008977,2244627.000002319,13.404638007834507,2.904642170343262,1.0000061402429359
82105,"Alpha-fetoprotein (afp) level, serum",319,98765,136320.0,14988787.470056958,2235929.770011893,2235929.770011893,2239730.809999244,16.402066974852502,6.703603874810984,1.0
95044,Test for allergy using skin patch,379,7665,553471.6,10219174.95000034,2861287.8700011773,2233715.580001583,2132784.4199989587,4.035826915060471,4.574966948116599,1.2809544310915133
91122,Study of rectum sensitivity and function,428,12258,13887.0,9657769.71999676,2840931.969998312,2233116.38999854,2191345.709999287,160.80624972985814,4.3247946068780925,1.2721826693503289
98926,"Osteopathic manipulative treatment, 3-4 body regions",581,20013,67396.0,6799682.990002892,2949484.680000389,2231439.149998087,2158330.920001123,33.109370734139816,3.047218648112686,1.321785843903885
72082,"X-ray of entire middle and lower spine, 2-3 views",1743,65961,74571.0,12434006.639997752,2971746.790000534,2230639.949999922,2205507.899999854,29.91296817797699,5.574188088937521,1.3322395620147653
Q9957,"Injection, perflutren lipid microspheres, per ml",1074,34211,64632.0,10744636.079998953,2846982.770000135,2227010.399998503,2251576.180000613,34.456776828792286,4.824690571721702,1.2783877300267878
87652,"Detection test by nucleic acid for strep (streptococcus, group a), quantification",89,35384,54351.0,4953660.819987976,2223073.689997556,2223073.689997556,2224042.92,40.90216720939001,2.228293574916728,1.0
37246,"Balloon dilation of artery with review by radiologist, initial artery",52,1357,2021.0,8934796.4100091,2783921.68999595,2218243.12999496,2015952.26999379,1097.5967986120534,4.027870655472017,1.2550119742745582
82232,Beta-2 microglobulin (protein) level,574,79362,140092.0,15965154.030018883,2217392.6799973273,2217392.6799973273,2221778.469995017,15.828117808278327,7.1999669585082815,1.0
