hcpcs_cd,hcpcs_desc,row_count,total_beneficiaries,total_services,estimated_submitted_charges,estimated_medicare_allowed,estimated_medicare_payment,estimated_standardized_payment,avg_payment_per_service,charge_to_payment_ratio,allowed_to_payment_ratio
86710,Analysis for antibody to influenza virus,24,1203,4910.0,235990.959999434,65082.460000167994,65082.460000167994,65204.8,13.255083503089205,3.626030116237537,1.0
92620,"Evaluation of hearing function brain responses, first hour",8,879,934.0,178125.09000086,83932.519999981,64757.969999943,63449.409999648,69.33401498923233,2.750628069425536,1.2960956002798556
31640,Removal of growth of lung airways using an endoscope,11,314,334.0,594395.08000095,81176.93000018,64745.259999710004,56394.969999953,193.84808383146708,9.18051885193777,1.2537895438298277
36254,Insertion of tube into second or third order branches of arteries of both kidneys for imaging with review by radiologist,1,32,43.0,88437.44000160001,81234.9299998,64723.680001500004,67273.249998,1505.2018605,1.3663846060599525,1.2551036961729825
67043,Removal of membrane of retina with removal of subretinal membrane,3,49,52.0,164962.0,81196.61999959999,64575.7099998,62831.48000037,1241.8405769192307,2.5545518585937486,1.2573864073635654
44700,Suspension of small bowel using mesh or prosthesis or self tissue,11,222,227.0,593277.36,80742.419999925,64396.849999950995,63151.289999837005,283.6865638764361,9.212831994118524,1.253825614140854
0003M,"Molecular pathology test for liver disease, including non-alcohol liver disease (nash fibrosure)",3,126,134.0,106357.6,66142.58,64330.34,64330.34,480.07716417910444,1.6533038687499555,1.0281708444258184
86774,Analysis for antibody to tetanus bacteria (clostridium tetanus),29,4194,4434.0,532933.539998065,64211.469999973,64211.469999973,64293.0,14.48161253946166,8.299662661488501,1.0
65850,Insertion of eye fluid drainage tube,5,82,91.0,321808.92000000004,80365.31000004,64043.48000002,61076.309999970006,703.7745054947253,5.024850617110431,1.254855451327987
01215,Anesthesia for revision of total hip replacement,21,279,294.0,1156016.9000007,81038.55000015,64014.92999989,64988.81000033,217.737857142483,18.058551341111933,1.2659320255491844
15936,Removal of pressure sore tissue of sacrum in preparation of muscle flap or skin graft,4,83,91.0,361221.2600003,80305.73000012,63983.38000017,57744.389999959996,703.114065935934,5.645548265804968,1.2551029657999724
15781,Dermabrasion of skin of part of face,8,195,205.0,217241.72999911,80264.11000029,63626.24999997,65464.81000014,310.3719512193659,3.4143412506506734,1.2614936445308005
27619,"Removal of growth of muscle of leg or ankle, less than 5.0 cm",1,104,212.0,127200.0,80405.44000080001,63576.66999996,58914.82000008,299.88995283,2.000733917018303,1.2647004003331819
28092,Removal of growth of tendon covering or joint capsule of toes,5,170,172.0,204050.8,81821.09000041001,63326.90999997,63689.62000013,368.17970930215114,3.2221815338865682,1.2920429877353683
46750,"Repair of anal muscle for incontinence or prolapse, adult",8,214,215.0,489169.0000005,79557.72999990001,63304.090000410004,62646.28999977,294.4376279088837,7.727289026622636,1.256754974273933
30905,Initial control of nose bleed and insertion of packing,10,223,244.0,121694.21999998999,81450.79000004,63291.54999973001,67343.98999992,259.3915983595492,1.9227561973203235,1.2869141299334186
46761,"Repair of anal muscle to correct incontinence with muscle tightening, adult",4,113,114.0,262142.03999999998,79416.27999984,63290.590000120006,61862.46999982,555.1806140361404,4.141880175228307,1.2547881130463379
93640,Evaluation of single or dual chamber pacing cardioverter-defibrillator at time of implantation or replacement,36,848,853.0,586481.66999974,79544.44000001899,63231.259999979,61433.710000039,74.12808909727902,9.275185564860399,1.2579923284787526
L7510,"Repair of prosthetic device, repair or replace minor parts",4,611,897.0,230659.94000144402,83214.740000096,63193.250000182,63193.250000182,70.44955406932219,3.6500724365463038,1.316829566446675
95999,Other diagnostic neurological or neuromuscular procedure,7,536,576.0,328986.7999996,79294.04999959999,63002.920000388,62293.400000406,109.38006944511807,5.221770673447737,1.2585773802089117
87478,Detection of babesia borrelia miyamotoi by amplified nucleic acid probe technique,13,1754,1832.0,771093.5600032429,63000.68000000001,63000.68000000001,63002.48,34.38901746724891,12.239448209181914,1.0
22220,Incision or removal of upper spine bone segment and removal of disc,6,170,170.0,1032228.0,79265.08999971,63000.320000155996,62796.960000275,370.59011764797646,16.38448820573362,1.2581696410353747
67331,Realignment of eye muscle following injury or eye surgery,19,357,362.0,367284.96000024,78905.33000002,62946.9600001,61675.91999989,173.8866298345304,5.8348323731544225,1.2535209007693882
27507,Treatment of broken middle of thigh bone with placement of stabilizing device,9,124,126.0,373668.9999997,78826.780000075,62857.679999889995,61761.77999989,498.87047618960315,5.944683290893872,1.2540516926525598
42950,Plastic or reconstructive repair of throat,11,161,180.0,527744.51999891,78841.61999983,62819.73999993,59243.22000003,348.99855555516666,8.400934483324797,1.255045309005065
43197,Diagnostic exam of esophagus using a flexible endoscope through nose,15,530,636.0,383654.69,80351.35000002,62675.36999898299,61445.51999987,98.54617924368395,6.121299164348378,1.2820243422786946
83719,Vldl cholesterol level,20,4023,5010.0,131080.380000448,62428.279999359,62428.279999359,62624.980000339,12.46073453081018,2.0996955226348364,1.0
27238,Closed treatment of broken below neck of thigh bone,4,142,142.0,233528.75999949998,78222.27000034,62323.21000021,52698.34999972,438.8958450719014,3.7470592416326616,1.2551065646342097
77431,"Radiation treatment management, 1-2 treatment sessions",38,634,723.0,323882.59999982,78301.92999959001,62279.240000006,61119.369999981,86.14002766252558,5.200490564749807,1.2572717650308909
56620,Simple partial removal of external female genitals,7,101,107.0,465808.50000299996,78807.6100001,62260.17000022,59883.799999999996,581.8707476656075,7.481645167389584,1.265778908085563
25312,Relocation of tendon of forearm and/or wrist with grafts,10,182,186.0,993584.3000018001,78114.609999976,62225.550000232004,61316.53999994,334.5459677431828,15.967465132860948,1.255346236388184
52341,Dilation of bladder and urethra using an endoscope,15,283,321.0,282922.32000157,78072.10000071001,62211.8199998,53587.94000019,193.8062928342679,4.547726139541964,1.2549399776595669
21015,"Extensive removal of growth of face or scalp, less than 2.0 cm",5,138,162.0,773325.0000050401,78391.60000023,62092.75999967,59136.99000006,383.28864197327164,12.454350555671065,1.2624917945449134
26020,Drainage of tendon of finger and/or palm,2,103,222.0,1190510.0000091,77834.71999989,62019.10999940999,56069.52000011999,279.3653603577027,19.195857535208514,1.2550118826379557
27228,Treatment of broken bones of front and back column or wall of hip socket with placement of stabilizing device,3,39,39.0,311386.8499995,76738.7599995,61623.2000013,57167.0600013,1580.0820513153847,5.053078223671133,1.2452900855178104
44238,Other procedure on bowel using an endoscope,3,180,182.0,439993.8700052,77297.6899999,61586.540000548,61586.540000548,338.3875824205934,7.144318709920786,1.2551068788604167
46744,"Repair of defect for single channel outlet of rectum, vagina, and urinary tract through region between thighs or below sacrum",2,38,38.0,266000.0,77168.06,61483.55,62612.99000006999,1617.988157894737,4.3263604655228916,1.255100917237212
22632,"Fusion of lower back spine bone and partial removal of spine bone or disc through back, each additional disc",14,242,303.0,840228.4199999999,76832.709999952,61379.200000236,59465.950000000004,202.57161716249504,13.689139317501194,1.251771121155971
80418,Anterior pituitary gland evaluation panel,4,91,108.0,156459.6,61332.119999999995,61332.119999999995,61332.119999999995,567.89,2.5510222050044904,1.0
64910,Repair of nerve with graft,8,163,203.0,1188704.0000003,76845.29999996,61292.95000003,58915.55999997,301.9357142858621,19.39381282838757,1.253737991072748
78469,Nuclear medicine study of heart muscle following heart attack with spect,14,612,613.0,353532.99999998,76909.90000001801,61204.41999998799,51831.180000324,99.84407830340619,5.776265831782236,1.256606957471913
57289,Repair of prolapsed urinary canal and bladder into vaginal wall,2,55,55.0,223544.0,76748.22,61149.08,68252.73999999999,1111.8014545454546,3.655721394336595,1.2551001584978874
L8607,"Injectable bulking agent for vocal cord medialization, 0.1 ml, includes shipping and necessary supplies",7,118,1637.0,111573.92,76710.510000429,61119.000000269,62800.539999891,37.33598045221075,1.8255193965789516,1.2551008687984322
76499,Other diagnostic imaging procedure,38,1428,1469.0,299990.99999951,77844.330000025,61105.099999623,60283.760000165,41.596392103215116,4.909426545433374,1.2739416186293007
C9250,"Human plasma fibrin sealant, vapor-heated, solvent-detergent (artiss), 2 ml",2,434,434.0,89405.31000004,77107.95000016,61044.349999620004,61044.349999620004,140.65518433092166,1.4645959863705083,1.26314638456532
66185,Revision of eye fluid drainage shunt with graft,6,78,81.0,443860.3999996,76717.03000023,61031.65999995,59643.29000004,753.47728395,7.272625388199561,1.257003823921762
93701,Measurement of heart blood flow and respiration,26,2137,2916.0,249483.399999955,86032.579999675,61017.719999571,53685.269999609,20.925144032774693,4.088704068288836,1.4099605819470125
96904,Photograph of entire body,9,1011,1067.0,130852.229999961,82594.660000137,60818.00999984,54961.420000263,56.9990721647985,2.1515375133172765,1.3580625212885835
27334,Incision of knee joint with removal of cartilage of front or back of knee,10,280,294.0,609420.4499994,76115.71000025999,60659.62000024899,58584.070000335,206.325238096085,10.046558979381976,1.2548003103208947
98967,"Telephone medical discussion provided by nonphysician professional, 11-20 minutes",108,2653,4036.0,302992.730000283,86799.819999978,60548.8399998622,60388.8800000467,15.002190287379136,5.004104620352307,1.4335505023742081
G2252,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",31,1041,3054.0,244680.800002886,80500.189999957,60510.389999946,59481.509999387,19.813487229844792,4.043616311233564,1.3303531839743363
G9488,"Remote in-home visit for the evaluation and management of an established patient for use only in a medicare-approved cms innovation center demonstration project, which requires at least 2 of the following 3 key components: a detailed history; a detailed ex",53,995,1540.0,219459.24,84888.529999962,60428.470000019,57557.08999991,39.23926623377857,3.6317192872818227,1.4047770860313908
23470,Partial replacement of shoulder joint,6,86,86.0,367190.1800002,76355.64999997,60355.51999995,59462.14999993001,701.8083720924418,6.083787862328155,1.2650980390862885
28043,Removal (less than 1.5 centimeters) tissue growth beneath the skin of foot or toe,5,143,218.0,127740.5899999,76684.05999977,60256.43999994,55807.0600001,276.4056880731193,2.119949170578733,1.272628452657448
53265,Removal or destruction of growth of urethra,3,236,741.0,464522.0000006,80902.78999947,60213.749999842,65136.379999987,81.26012145727665,7.714550248104775,1.3435932822599868
19307,Removal of breast and underarm lymph nodes,4,68,68.0,189300.6800005,75247.66000169999,60163.830000070004,65506.83999965,884.7622058833824,3.1464200334366965,1.2507125959502983
65782,Transplantation of stem cells from 1 cornea to other cornea,3,49,57.0,206550.0,75574.7900012,60103.44999943,53763.44999963,1054.4464912180702,3.4365747723626323,1.2574118457745225
A9591,"Fluoroestradiol f 18, diagnostic, 1 millicurie",1,13,102.0,82499.75999994,75352.94999952,60037.269999539996,60037.269999539996,588.60068627,1.374142428537675,1.2551028719343393
80188,Primidone level,60,2666,3691.0,278590.210001467,59897.209999893006,59897.209999893006,60015.66,16.227908425871853,4.651138341868756,1.0
66840,Aspiration of lens material by aspiration,4,63,64.0,196319.0000006,75311.5600003,59853.19999978,53026.429999960004,935.2062499965625,3.280008420624488,1.2582712369693987
22859,Placement of mesh or cage device into spine disc space,12,238,321.0,398378.84999945003,74779.27999995,59682.800000383,56992.380000147,185.92772585789098,6.674935659803051,1.2529452371448746
28300,Incision or partial removal of heel bone,5,63,71.0,283653.80000004004,74769.51999921,59585.609999680004,59993.70999988,839.2339436574648,4.760441321345261,1.2548251163260984
38780,Removal of lymph nodes of abdominal cavity,5,148,154.0,547940.9999998,74629.69000013,59521.060000419995,58868.62999978,386.50038961311685,9.205834035817468,1.2538367092186091
27357,Removal of cyst or growth of thigh bone with self bone graft,5,170,182.0,1580162.999986,74624.14999971,59516.189999719994,53488.289999789995,327.0120329654945,26.55013702983061,1.2538462223482567
G0246,"Follow-up physician evaluation and management of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) to include at least the following: (1) a patient history, (2) a physical examination that includes: (a)",64,1740,2398.0,165556.470000023,83518.840000134,59512.539999951,61115.249999867,24.8175729774608,2.781875382905171,1.403382211550755
57270,Repair of protrusion of intestine into rectum or vagina through abdomen,10,214,215.0,448610.6399997,74519.04000000001,59508.170000000006,60800.47,276.78218604651164,7.538639484287619,1.2522488928831117
91319,Sarscv2 vac 10mcg trs-suc im,5,689,689.0,191169.7,59267.78,59267.78,59267.78,86.02,3.225524897338824,1.0
87254,"Virus isolation, centrifuge enhanced",27,2162,3219.0,352163.90999991354,59226.55999918051,59226.55999918051,61697.840000845004,18.39905560707689,5.9460470100709255,1.0
46250,Removal of multiple external hemorrhoids,3,141,146.0,99156.00000001,75813.59000036,59214.74999967,52161.9099995,405.5804794497945,1.6745152179239562,1.2803159685852343
49205,"Removal or destruction of cysts or growths of abdominal cavity, more than 10.0 cm",3,49,49.0,397510.9999998,74047.8400013,59173.46000034,54107.09999942,1207.62163266,6.717724466298168,1.2513691104233984
81425,"Test for detecting genes associated with disease, genome sequence analysis",1,12,12.0,150936.0,59166.96,59166.96,59166.96,4930.58,2.551018338613307,1.0
J9999,"Not otherwise classified, antineoplastic drugs",25,730,1681.0,164838.1200000624,74143.8700000447,59079.4000000401,59231.6500000561,35.14538964904229,2.7901116125070753,1.254986848207571
95028,Test for allergy using allergenic extract injected into skin with delayed reaction analysis,13,249,5112.0,132681.999999662,75489.229999501,58960.9500003899,50447.9300001609,11.533832159700685,2.250336875487667,1.28032587668621
Q4022,"Cast supplies, short arm splint, adult (11 years +), fiberglass",273,4701,5424.0,220606.309999999,76302.650000086,58895.889999975,59762.9400000283,10.85838679940542,3.7456995725863496,1.2955513534156353
20938,Harvest of bone for spine surgery graft,18,561,569.0,335523.95999975,73727.00000008,58824.750000234,60683.01999985,103.38268892835501,5.7037889663520085,1.2533329933367625
21933,"Removal of growth of muscle of back or lower sides, 5.0 cm or more",2,88,94.0,173390.0000014,74246.62999977,58743.75999988,66767.62999998,624.93361702,2.9516326500338796,1.2639066685537608
33881,Repair of descending aorta with insertion of graft and extensions,5,61,62.0,436234.2000001,73658.1600002,58705.99000056,53656.21999996,946.8708064606451,7.430829460433914,1.2546958155291714
85250,Clotting factor ix (ptc or christmas) measurement,31,2715,3147.0,630953.06999986,58651.409999954,58651.409999954,58723.02,18.63724499521894,10.757679482903393,1.0
34716,Exposure of underarm or upper chest artery with creation of conduit,13,220,220.0,285080.94999871997,73411.15999977,58626.16999988,57085.91999996,266.4825909085455,4.862691013233569,1.252190958405099
62367,Electronic analysis of spinal canal drug infusion pump,74,1428,2630.0,453089.169999644,75910.889999915,58353.119999854,60139.950000009,22.187498098803804,7.764609158872355,1.3008882815538385
73050,X-ray of both collar bones joints,55,2788,2987.0,338335.11000028497,77203.4700000455,58337.3900004401,61987.8900000396,19.530428523749617,5.799627134462693,1.323396024392985
49203,"Removal or destruction of cysts or growths of abdominal cavity, 5.0 cm or less",6,81,83.0,247026.2600005,72941.43999948,58213.54999988,54890.989999850004,701.3680722877109,4.24344950618901,1.252997626834824
0016M,Molecular pathology test for genetic analysis of bladder tumor (decipher bladder turbt),1,17,17.0,118983.0,58137.28,58137.28,58137.28,3419.84,2.046586974829232,1.0
81420,"Test for detecting genes associated with fetal disease, aneuploidy genomic sequence analysis panel",4,78,78.0,135514.8599999,58021.86,58021.86,58021.86,743.87,2.335582830331534,1.0
80220,Measurement of hydroxychloroquine,20,3278,3936.0,1094554.71000161,72133.80999992,57896.729999825,57945.149999445,14.709535060931149,18.90529413327693,1.245904734173036
86922,"Blood unit compatibility test, antiglobulin technique",7,214,822.0,108566.360000157,73013.210000273,57861.539999517,58321.389999725005,70.39116788262409,1.8763130051682562,1.2618608146427226
20240,Biopsy of surface bone,36,696,969.0,409145.320000046,72803.789999955,57855.629999934,55223.180000042,59.706532507671824,7.071832421503538,1.2583700151573505
51040,Incision of bladder with drainage,17,249,254.0,342605.18999944,72620.6800001,57798.32000002,60155.70000014,227.55244094496064,5.927597722551822,1.2564496684345645
35372,Removal of blood clot and portion of deep upper thigh artery,8,103,106.0,488247.4999989,72673.11999997,57794.77999982,58328.690000020004,545.2337735832075,8.447951527809616,1.2574339758745745
25605,Closed treatment of broken or growth plate separate of forearm bone at wrist with manipulation,9,137,138.0,209984.999999,73014.25000016,57763.84000005,52421.79000016,418.57855072499996,3.6352326991906745,1.2640130919290824
33509,Harvest of artery from arm for heart bypass graft using an endoscope,29,545,545.0,315001.20999983,71788.47999995999,57377.760000090006,56329.999999859,105.2802935781468,5.489953075884034,1.2511551514009502
65875,Removal of scar tissue in eye (posterior synechiae),7,139,160.0,313769.72,72386.36000007,57281.83000009,55280.930000069995,358.01143750056247,5.477648322330257,1.2636879792415199
00796,Anesthesia for liver transplant recipient including use of an endoscope,4,54,55.0,693925.4999965001,71692.9300004,57280.91,55000.6400002,1041.471090909091,12.11442869878464,1.251602497243846
78491,Nuclear medicine study of blood flow in heart muscle at rest and with stress,1,78,78.0,145080.0,71992.94000028,57180.120000120005,57180.120000120005,733.07846154,2.537245462228752,1.259055419962898
11446,"Removal of noncancer skin growth of face, ears, eyelids, nose, lips, or mouth, more than 4.0 cm",3,99,238.0,115166.23000039,72888.67999924,57151.52000022,56025.710000679996,240.13243697571428,2.015103535303115,1.2753585556247573
99446,"Telephone, internet, or electronic health record assessment and management with verbal and written report by consulting physician, 5-10 minutes",129,3612,4336.0,223999.779999843,75313.679999751,57139.609999698296,56684.4900001279,13.177954335723777,3.9202189164578787,1.3180642990063927
71550,Mri scan of chest without contrast,9,831,913.0,427857.0,72731.969999728,57124.63999977399,57785.409999990006,62.568061336006565,7.489885275455438,1.2732153760621643
80201,Topiramate level,65,3636,4895.0,586346.800001786,57006.209999815,57006.209999815,57045.2,11.645803881473952,10.285665368802606,1.0
47600,Removal of gallbladder,8,119,119.0,353541.500001,71272.10000003,56961.13000008,53748.73999996,478.6649579838655,6.206715000220387,1.2512409778375166
43253,"Injection of diagnostic or therapeutic substance or marker in esophagus, stomach, and/or upper small bowel using a flexible endoscope",14,210,278.0,416296.64999971003,71964.97999996,56935.72000008,59468.369999990005,204.80474820172662,7.311695540148173,1.2639689109026617
78831,"Nuclear medicine study, spect imaging, at least 2 areas or separate acquisitions, single day imaging, or single area or acquisition over multiple days",20,528,552.0,271747.99999973003,72376.879999925,56771.690000055,56170.929999985,102.84726449285327,4.7866815308733415,1.2748762631490251
84181,Protein measurement,31,3024,3488.0,567080.280000316,59150.229999845,56703.96999994801,56270.280000137005,16.256872133012617,10.000715646555893,1.0431408947186456
82375,Carboxyhemoglobin (protein) level,70,4435,4713.0,371385.649998363,56655.429999894004,56655.429999894004,56885.91,12.021096965816678,6.555164262261496,1.0
86602,Analysis for antibody to actinomyces (bacteria),15,2815,5696.0,429696.8600011663,56595.5200000929,56595.5200000929,56838.769999881,9.936011235971366,7.592418269157363,1.0
81406,Molecular pathology procedure level 7,3,204,204.0,62494.16000017,56552.880000000005,56552.880000000005,56552.880000000005,277.22,1.105057072251139,1.0
21049,Removal of growth or cyst of part of upper jaw bone,4,98,109.0,220202.36,70722.62999988,56348.090000280004,53029.859999880005,516.9549541310092,3.9078939498908616,1.255102524318545
29806,Repair of shoulder joint capsule using an endoscope,4,84,91.0,512653.11,70713.26999997001,56311.060000109996,41260.65999988,618.8028571440659,9.103950627088153,1.2557616567656849
82595,Cryoglobulin (protein) measurement,79,8305,8876.0,763451.8200016002,56241.5499999658,56241.5499999658,56304.74,6.336362100041212,13.574515993994911,1.0
50230,"Removal of kidney, lymph nodes, and/or blood clot from major vein with partial removal of ureter",5,66,66.0,531710.1999967,70419.74999964,56215.259999990005,52236.79999985,851.7463636362122,9.458467327142035,1.2526803220273734
27001,Incision of hip tendon,4,401,413.0,177439.54000003,70554.349999745,56185.980000265,52503.079999933005,136.0435351096005,3.158075021547958,1.2557287422843249
55920,Insertion of needles or tubes into pelvic or genital organs for radiation therapy,5,65,139.0,299023.0,70273.77,56115.66,50482.020000000004,403.7097841726619,5.328690779008925,1.252302298502771
21936,"Extensive removal of growth of back or lower side, 5.0 cm or more",3,50,53.0,167405.5999995,70464.93999971,56090.649999400004,51727.32000018,1058.3141509320756,2.984554466765686,1.2562689147026065
87220,Tissue fungi or parasites,242,12277,13457.0,553884.9400005148,56089.4899999665,56089.4899999665,56249.2699999978,4.168053057885598,9.875021862399635,1.0
49595,"Initial repair of sliding hernia of abdomen, more than 10 cm in length",8,138,138.0,807367.0000011,70167.85000015,56075.17999986,48037.49999987,406.34188405695653,14.397938624594975,1.2513174277875736
77091,Technical calculation of trabecular bone score (tbs),48,3032,3032.0,380517.05000171997,82499.730000039,56035.530000068,57731.000000365995,18.481375329837732,6.79063890358953,1.4722753581511387
G0089,"Professional services, initial visit, for the administration of subcutaneous immunotherapy or other subcutaneous infusion drug or biological for each infusion drug administration calendar day in the individual's home, each 15 minutes",9,241,2927.0,241696.419999377,70127.29999938,55873.589999894,55636.959999624,19.089029723229928,4.325772158184851,1.2551063928326969
A9538,"Technetium tc-99m pyrophosphate, diagnostic, per study dose, up to 25 millicuries",61,1354,1357.0,317387.769999966,69744.949999971,55662.509999999,55330.829999955,41.01879882092778,5.702002478867226,1.2529968555132036
46924,Extensive destruction of growth of anus,11,194,219.0,380568.64,73941.75999984,55634.939999933995,52616.979999811,254.04082191750683,6.840461048406838,1.3290525702000886
70336,Mri scan of jaw joint,18,298,299.0,582919.5599996999,74153.939999953,55580.139999706,53231.569999707,185.88675585185953,10.487910969687794,1.334180518443193
40830,"Repair of lacerated mouth, 2.5 cm or less",10,355,546.0,262208.88,69748.74000059001,55572.010000058,50067.490000011996,101.78023809534432,4.718362355432642,1.255105582837785
35903,Removal of infected graft of arm or leg,9,131,148.0,238809.5700004,69948.60999982001,55437.36999984,49583.46000001,374.5768243232432,4.3077362797169,1.2617591707547073
87109,Mycoplasma culture,37,3017,3680.0,423457.959996797,55432.799999986,55432.799999986,55494.399999999994,15.063260869561413,7.6391226854299985,1.0
22326,Treatment of broken or dislocated upper spine bone,6,79,80.0,434062.2399998,69041.00999968,55123.61,51374.15999989,689.045125,7.874343498181632,1.2524762075575238
57454,Biopsy and scraping of cervix using an endoscope,26,405,428.0,241928.95000026,73470.56000008,55050.60999996,49960.380000111,128.6229205606542,4.394664291647918,1.33460028871857
27187,Stabilization of upper thigh bone with device,7,116,118.0,383138.62,69012.43999996,55042.690000087,50828.34000004,466.46347457700847,6.9607539166307895,1.2537984607919948
01200,Anesthesia for closed procedure on hip joint,47,839,912.0,1019119.41999943,70837.389999982,55016.170000026,54209.979999948,60.32474780704606,18.52399794458517,1.2875739986979922
88738,Hemoglobin measurement,128,10116,11195.0,225231.5399999786,54901.4600000893,54901.4600000893,55079.4,4.9041054042062795,4.10246904179984,1.0
85247,Clotting factor viii (von willebrand factor) measurement,36,2220,2442.0,677115.97999902,54836.69000006,54836.69000006,54896.16,22.45564701067158,12.347863811588175,1.0
35820,"Exploration of chest for bleeding, blood clot, or infection after surgery",2,27,32.0,354778.0,68466.70000069999,54804.8399994,47408.9099999,1712.65124998125,6.473479349704955,1.2492819977478187
46614,Control of bleeding of anus using an endoscope,10,347,568.0,365778.0,70735.1800003,54764.410000216,44873.249999720996,96.41621478911267,6.679118792634803,1.291626806534043
47564,Removal of gallbladder with exploration of common bile duct using an endoscope,3,68,68.0,172566.0000017,68680.73000016,54742.52999994,58173.83999999,805.0372058814706,3.152320508421681,1.2546137345174815
21555,"Removal of growth under skin of neck or front of chest, less than 3.0 cm",4,159,160.0,78459.13,69715.28999951,54604.31999984001,50757.24999981,341.27699999900005,1.4368667167768026,1.2767357967229382
87276,Detection test by immunofluorescent technique for influenza a virus,62,2867,3498.0,99887.210000162,54588.460000189,54588.460000189,55093.5,15.60562035454231,1.829822823355269,1.0
0465T,Injection of medication into space above choroid membrane of eye,14,215,291.0,267251.14000001,68753.48999988,54513.13000014,53612.07999988,187.3303436430928,4.9025095421841245,1.2612280747721407
21047,Removal of growth or cyst of part of lower jaw bone,2,61,69.0,185059.9999988,68370.53999958001,54449.729999870004,52646.84999984,789.1265217372464,3.39873127009522,1.2556635267014775
74330,Review by radiologist of image from tube placement into bile and pancreatic duct using an endoscope,121,2361,2641.0,467711.53999993997,68720.060000117,54442.500000003005,57148.35,20.614350624764484,8.590926941266734,1.2622502640421216
L8629,"Transmitting coil and cable, integrated, for use with cochlear implant device, replacement",1,313,368.0,137608.00000048,73401.73000144,54424.760001760005,55771.32000000001,147.89336957,2.5284080259799033,1.348682658390525
00797,Anesthesia for procedure on stomach for weight loss,16,247,249.0,606905.26999785,70859.09999994,54418.42999996,56231.05000023,218.5479116464257,11.15256853235744,1.302115845679342
86305,Analysis of female reproductive genetic marker,32,1596,2668.0,692231.0300006301,54400.520000000004,54400.520000000004,54400.520000000004,20.39,12.72471347701511,1.0
00942,Anesthesia for repair or removal of vagina and urinary procedure,27,406,406.0,709046.53999881,67992.569999964,54205.300000019,54210.849999949,133.51059113305172,13.080760368424517,1.2543528031380726
66983,Removal of cataract and capsule with insertion of prosthetic lens,3,51,60.0,475602.0499996,67930.3000001,54194.1899999,43756.65000007,903.2364999983333,8.775886308116748,1.2534609337315559
83069,Urine hemoglobin level,26,8824,14037.0,125064.219999869,54156.989999928504,54156.989999928504,54323.19,3.858159863213543,2.309290453550578,1.0
56605,"Biopsy of growth of external female genitals, first growth",64,815,840.0,270203.830000055,73518.12000008,54083.899999977,52399.860000006,64.38559523806786,4.996012306807939,1.35933466336768
91318,Sarscov2 vac 3mcg trs-suc im,5,505,844.0,66069.90999972,54058.200000000004,54058.200000000004,54058.200000000004,64.05000000000001,1.2221995922860915,1.0
61548,Removal of growth of pituitary gland,3,49,49.0,345413.7999992,67693.0,54038.149999999994,45437.82,1102.8193877551018,6.392035996776352,1.2526890724423394
33410,Replacement of aortic valve using tissue valve on heart-lung machine,2,29,29.0,185694.0,67674.41999919999,53919.5200008,53419.2100006,1859.2937931310346,3.4439104798641544,1.2551005646599953
0004A,"Intramuscular administration of single severe acute respiratory syndrome coronavirus 2 (covid-19) vaccine, mrna-lnp, spike protein, preservative free, 30 mcg/0.3ml dosage, diluent reconstituted; booster dose",27,1239,1254.0,81742.319999887,53886.309999997,53886.309999997,51025.259999999995,42.97153907495773,1.5169403880111951,1.0
65420,Removal or relocation of corneal conjunctiva,6,106,119.0,226112.99999982,69667.25999973,53815.21000017,51300.23000009001,452.22865546361345,4.201656000210827,1.2945644920740795
0058U,Measurement of antibodies to merkel cell polyoma virus oncoprotein in serum,2,116,170.0,57418.25000005,53805.0,53805.0,53805.0,316.5,1.0671545395418642,1.0
45172,Removal of growth of rectum through anus with removal of a portion of muscle,4,68,74.0,504308.0,67436.65,53774.120000020004,54922.2100001,726.6772972975676,9.378265976269113,1.2540725910526274
64713,Release of major arm or leg nerve,8,219,225.0,685031.9500002,67379.91999995,53731.04000007,53115.40000006,238.80462222253334,12.7492776986879,1.2540222560341696
33206,Insertion of pacemaker and upper heart chamber electrode,9,167,167.0,386073.00000001,67827.23000001999,53622.02000006,55009.19000032,321.08994012011976,7.19989660963123,1.2649137425248824
21249,Complete reconstruction of lower or upper jaw bone with jaw bone implant (endosteal),2,50,97.0,194000.0,67202.51000027999,53543.27999984,51668.54999987999,551.9925773179382,3.623237127060197,1.2551063364157147
57452,Exam of cervix and upper part of vagina using an endoscope,19,511,597.0,149984.160000303,69862.34999943699,53531.759999628,50077.079999987,89.66793969786934,2.8017789813252034,1.3050635734734386
31020,Incision of nasal sinus through nose,10,231,280.0,245661.81999999998,67354.94000015,53492.85000015,48248.72999997,191.04589285767858,4.5924234734045974,1.2591391185917582
57155,Insertion of device into uterus for radiation therapy,6,100,260.0,856010.0,66973.02999973,53464.97999986,53990.59000027,205.634538461,16.010667169467595,1.2526522968849025
43332,Repair of paraesophageal hernia through abdomen,3,59,60.0,201534.83999910002,66854.9099996,53462.57999984,53146.160000129996,891.0429999973334,3.7696429914101257,1.2504991341570137
51736,Simple timed assessment of bladder emptying,149,5718,6908.0,807099.300000536,72335.8700003523,53418.9599999625,51390.52999996,7.732912565136436,15.108854608946011,1.354123517200692
